employee_id,employee_name,department,join_date,salary,email_address
EMP-260,George Hamilton,Aerodynamics,2020-10-26,121541.0,george.hamilton@racingteam.com
EMP-948,Max Alonso,Pit Crew,2019-03-17,128050.0,max.alonso@racingteam.com
EMP-410,Yuki PIASTRI   ,Logistics,2015-12-29,128729.0,yuki.piastri@racingteam.com
EMP-271,Lando Sainz,Logistics,2018-10-15,135017.0,lando.sainz@racingteam.com
EMP-185,Charles Hamilton,Aerodynamics,2021-03-08,106216.0,charles.hamilton@racingteam.com
EMP-514,Fernando Alonso,Pit Crew,2016-12-01,90564.0,fernando.alonso@racingteam.com
EMP-496,Oscar Sainz,Pit Crew,2018-03-17,100372.0,oscar.sainz@racingteam.com
EMP-849,Alex LECLERC   ,Pit Crew,2015-08-16,116716.0,alex.leclerc@racingteam.com
EMP-914,George Sainz,Aerodynamics,2021-06-03,115405.0,george.sainz
EMP-584,Lewis Sainz,Pit Crew,2015-07-15,88506.0,lewis.sainz@racingteam.com
EMP-855,Carlos NORRIS   ,Engineering,2022-08-14,84682.0,carlos.norris
EMP-700,lewis NORRIS   ,Sales & Marketing,2016-01-12,88456.0,lewis.norris@racingteam.com
EMP-501,Alex Norris,Logistics,2022-07-22,83986.0,alex.norris@racingteam.com
EMP-110,Fernando Piastri,Sales & Marketing,2022-08-04,136472.0,fernando.piastri
EMP-719,Yuki Russell,Sales & Marketing,2017-03-02,98554.0,yuki.russell
EMP-239,Yuki Verstappen,Engineering,2015-05-12,52818.0,missing_email@email.com
EMP-587,Yuki Hamilton,Logistics,2022-06-27,95570.0,missing_email@email.com
EMP-879,Charles Alonso,Engineering,2020-10-13,117432.0,charles.alonso@racingteam.com
EMP-117,George Sainz,Sales & Marketing,2020-06-07,125293.0,george.sainz@racingteam.com
EMP-602,Charles Sainz,Pit Crew,2022-01-04,71171.0,charles.sainz@racingteam.com
EMP-883,Lewis Sainz,Logistics,2021-10-26,76179.0,lewis.sainz@racingteam.com
EMP-441,Max Russell,Pit Crew,2021-10-10,143616.0,max.russell@racingteam.com
EMP-745,Carlos Hamilton,Logistics,2021-10-16,99896.0,missing_email@email.com
EMP-499,Fernando Verstappen,Engineering,2021-11-16,134737.0,fernando.verstappen@racingteam.com
EMP-657,Yuki Russell,Sales & Marketing,2015-04-17,73707.0,yuki.russell@racingteam.com
EMP-229,Yuki Leclerc,Logistics,2017-09-27,62002.0,yuki.leclerc@racingteam.com
EMP-706,Alex Leclerc,Logistics,2021-04-27,48718.0,alex.leclerc@racingteam.com
EMP-280,Max Albon,Pit Crew,2016-10-29,96668.0,max.albon@racingteam.com
EMP-121,Carlos Russell,Logistics,2021-03-20,73305.0,carlos.russell@racingteam.com
EMP-136,Max Tsunoda,Aerodynamics,2015-05-19,122101.0,max.tsunoda@racingteam.com
EMP-762,Lewis Tsunoda,Logistics,2021-05-04,102947.0,missing_email@email.com
EMP-420,Fernando Alonso,Sales & Marketing,2016-03-20,92540.0,fernando.alonso@racingteam.com
EMP-876,Carlos Sainz,Engineering,2019-11-28,80167.0,carlos.sainz
EMP-761,Yuki TSUNODA   ,Engineering,2017-09-23,121225.0,yuki.tsunoda@racingteam.com
EMP-837,Alex VERSTAPPEN   ,Logistics,2020-08-08,103891.0,alex.verstappen
EMP-731,Lewis Albon,Pit Crew,2016-11-21,77266.0,lewis.albon@racingteam.com
EMP-842,Alex Tsunoda,Pit Crew,2015-06-12,99380.0,alex.tsunoda@racingteam.com
EMP-524,George Leclerc,Logistics,2015-04-05,129817.0,george.leclerc@racingteam.com
EMP-694,Carlos Leclerc,Pit Crew,2021-06-25,71956.0,carlos.leclerc@racingteam.com
EMP-386,Alex Hamilton,Engineering,2023-01-28,117768.0,alex.hamilton@racingteam.com
EMP-769,Lewis Alonso,Engineering,2018-02-09,53745.0,lewis.alonso@racingteam.com
EMP-753,Lewis Norris,Sales & Marketing,2022-05-31,129130.0,lewis.norris@racingteam.com
EMP-885,Max Verstappen,Aerodynamics,2015-04-25,89186.0,max.verstappen@racingteam.com
EMP-323,Max Alonso,Logistics,2018-11-26,70055.0,max.alonso@racingteam.com
EMP-645,Max Piastri,Pit Crew,2015-06-23,105260.0,max.piastri@racingteam.com
EMP-880,Lewis Russell,Engineering,2019-06-30,142120.0,lewis.russell
EMP-573,Alex Piastri,Aerodynamics,2021-05-30,87143.0,alex.piastri@racingteam.com
EMP-302,Yuki ALBON   ,Engineering,2022-11-22,53200.0,yuki.albon@racingteam.com
EMP-624,Fernando Verstappen,Pit Crew,2016-02-26,145459.0,fernando.verstappen@racingteam.com
EMP-452,Fernando Piastri,Pit Crew,2017-08-02,70242.0,fernando.piastri@racingteam.com
EMP-357,Alex Piastri,Engineering,2022-01-15,69450.0,alex.piastri@racingteam.com
EMP-921,Yuki Russell,Sales & Marketing,2019-06-12,131317.0,missing_email@email.com
EMP-281,Carlos Norris,Sales & Marketing,2015-03-23,134201.0,carlos.norris@racingteam.com
EMP-569,George Norris,Sales & Marketing,2020-07-19,82171.0,george.norris@racingteam.com
EMP-165,Yuki Tsunoda,Aerodynamics,2017-06-26,50683.0,yuki.tsunoda@racingteam.com
EMP-690,carlos Hamilton,Sales & Marketing,2018-08-02,149532.0,carlos.hamilton@racingteam.com
EMP-140,alex Leclerc,Engineering,2019-07-19,118872.0,alex.leclerc@racingteam.com
EMP-923,charles Norris,Engineering,2019-06-29,127614.0,charles.norris
EMP-691,Fernando Leclerc,Engineering,2018-07-27,102331.0,fernando.leclerc@racingteam.com
EMP-740,Lando Verstappen,Engineering,2016-10-21,110748.0,lando.verstappen@racingteam.com
EMP-675,Alex Russell,Engineering,2022-09-21,68292.0,alex.russell@racingteam.com
EMP-541,George Alonso,Aerodynamics,2022-03-31,97772.0,george.alonso@racingteam.com
EMP-310,Max Alonso,Logistics,2018-02-27,57571.0,max.alonso@racingteam.com
EMP-192,Alex Hamilton,Sales & Marketing,2015-05-31,137280.0,alex.hamilton@racingteam.com
EMP-155,Carlos Alonso,Aerodynamics,2016-09-28,96097.0,carlos.alonso@racingteam.com
EMP-806,Yuki Russell,Pit Crew,2021-06-06,94767.0,yuki.russell@racingteam.com
EMP-698,Lando Sainz,Pit Crew,2021-08-29,84121.0,lando.sainz@racingteam.com
EMP-314,George Verstappen,Pit Crew,2022-07-11,64571.0,missing_email@email.com
EMP-909,Lando Hamilton,Aerodynamics,2018-09-27,139948.0,lando.hamilton@racingteam.com
EMP-915,Charles Norris,Logistics,2017-08-20,74444.0,missing_email@email.com
EMP-779,Yuki HAMILTON   ,Pit Crew,2018-09-28,146518.0,yuki.hamilton@racingteam.com
EMP-359,George Hamilton,Aerodynamics,2022-06-02,148045.0,george.hamilton@racingteam.com
EMP-873,Max Hamilton,Pit Crew,2020-10-20,77493.0,max.hamilton@racingteam.com
EMP-741,Max Albon,Sales & Marketing,2017-05-25,87384.0,max.albon@racingteam.com
EMP-841,Alex Hamilton,Pit Crew,2021-12-27,62001.0,alex.hamilton@racingteam.com
EMP-526,Charles Norris,Logistics,2020-09-10,96177.0,charles.norris
EMP-401,Carlos Russell,Pit Crew,2019-03-18,54830.0,carlos.russell@racingteam.com
EMP-626,Lewis Verstappen,Logistics,2016-04-29,99344.0,lewis.verstappen@racingteam.com
EMP-859,Alex Russell,Sales & Marketing,2019-05-23,129467.0,alex.russell
EMP-631,Lewis Piastri,Pit Crew,2018-12-13,111924.0,lewis.piastri
EMP-838,george Russell,Logistics,2016-08-24,103482.0,george.russell@racingteam.com
EMP-781,Yuki Norris,Sales & Marketing,2022-10-04,74334.0,yuki.norris@racingteam.com
EMP-942,George Norris,Logistics,2021-04-18,124964.0,george.norris
EMP-352,Fernando Alonso,Sales & Marketing,2019-06-03,142316.0,fernando.alonso@racingteam.com
EMP-770,Lando Russell,Engineering,2019-03-06,114065.0,lando.russell@racingteam.com
EMP-689,Fernando Albon,Pit Crew,2015-03-27,67527.0,fernando.albon@racingteam.com
EMP-148,Fernando NORRIS   ,Pit Crew,2022-01-23,142595.0,fernando.norris@racingteam.com
EMP-897,Charles Norris,Logistics,2018-12-02,129599.0,charles.norris@racingteam.com
EMP-664,Charles Albon,Pit Crew,2020-11-13,50737.0,missing_email@email.com
EMP-612,Lewis Alonso,Aerodynamics,2017-12-13,49230.0,lewis.alonso@racingteam.com
EMP-673,Oscar Hamilton,Pit Crew,2021-10-16,120483.0,oscar.hamilton@racingteam.com
EMP-163,George PIASTRI   ,Logistics,2019-01-11,81989.0,george.piastri@racingteam.com
EMP-130,Lando Verstappen,Logistics,2022-04-15,99987.0,lando.verstappen@racingteam.com
EMP-801,Fernando Norris,Sales & Marketing,2015-10-23,65152.0,fernando.norris@racingteam.com
EMP-479,George Verstappen,Aerodynamics,2016-12-01,77087.0,george.verstappen@racingteam.com
EMP-703,Oscar Albon,Engineering,2015-12-24,62102.0,oscar.albon@racingteam.com
EMP-669,Yuki Albon,Engineering,2018-03-31,50535.0,yuki.albon@racingteam.com
EMP-599,Alex Norris,Logistics,2015-08-18,88829.0,alex.norris@racingteam.com
EMP-806,Oscar Leclerc,Aerodynamics,2016-04-08,121735.0,oscar.leclerc@racingteam.com
EMP-872,Yuki Verstappen,Sales & Marketing,2021-03-11,82101.0,yuki.verstappen@racingteam.com
EMP-424,Oscar Alonso,Pit Crew,2016-08-16,138804.0,oscar.alonso@racingteam.com
EMP-238,lando Tsunoda,Engineering,2018-07-16,112552.0,lando.tsunoda@racingteam.com
EMP-356,Carlos Tsunoda,Aerodynamics,2020-10-14,82363.0,carlos.tsunoda@racingteam.com
EMP-649,Lewis Russell,Sales & Marketing,2023-02-05,79522.0,lewis.russell@racingteam.com
EMP-776,Max Hamilton,Pit Crew,2022-02-04,69833.0,max.hamilton@racingteam.com
EMP-935,Carlos Russell,Engineering,2015-03-06,146998.0,carlos.russell@racingteam.com
EMP-896,George Leclerc,Pit Crew,2017-10-01,148028.0,george.leclerc@racingteam.com
EMP-653,Lewis Piastri,Logistics,2021-09-13,143161.0,lewis.piastri@racingteam.com
EMP-900,lando Tsunoda,Pit Crew,2018-02-21,91316.0,lando.tsunoda@racingteam.com
EMP-425,Yuki Alonso,Engineering,2015-06-01,122356.0,missing_email@email.com
EMP-679,Carlos Verstappen,Logistics,2015-11-04,143399.0,carlos.verstappen@racingteam.com
EMP-103,Yuki Alonso,Engineering,2016-05-18,81630.0,yuki.alonso@racingteam.com
EMP-755,Oscar Verstappen,Aerodynamics,2015-05-12,97581.0,oscar.verstappen@racingteam.com
EMP-323,Charles Norris,Sales & Marketing,2021-08-11,114922.0,charles.norris@racingteam.com
EMP-597,Oscar Alonso,Engineering,2016-07-12,148503.0,oscar.alonso@racingteam.com
EMP-836,Charles Russell,Engineering,2017-12-08,47751.0,missing_email@email.com
EMP-829,Fernando Norris,Logistics,2019-05-13,115852.0,fernando.norris@racingteam.com
EMP-892,Max Piastri,Aerodynamics,2015-08-02,94444.0,max.piastri@racingteam.com
EMP-655,Fernando Alonso,Sales & Marketing,2022-11-15,58005.0,fernando.alonso@racingteam.com
EMP-124,Max Russell,Aerodynamics,2022-06-16,135092.0,max.russell@racingteam.com
EMP-898,Yuki Tsunoda,Pit Crew,2016-02-16,136551.0,yuki.tsunoda
EMP-793,Fernando Russell,Aerodynamics,2017-06-28,112999.0,fernando.russell@racingteam.com
EMP-448,Alex Leclerc,Pit Crew,2016-06-19,112499.0,alex.leclerc@racingteam.com
EMP-782,Max Norris,Aerodynamics,2018-02-04,96879.0,max.norris
EMP-194,yuki Piastri,Logistics,2018-10-25,141002.0,yuki.piastri@racingteam.com
EMP-160,Carlos Russell,Pit Crew,2022-07-10,123411.0,carlos.russell@racingteam.com
EMP-715,Lando Russell,Sales & Marketing,2021-04-20,102273.0,lando.russell@racingteam.com
EMP-159,Oscar Alonso,Engineering,2017-11-10,129765.0,oscar.alonso@racingteam.com
EMP-546,Charles Russell,Engineering,2022-05-16,102670.0,missing_email@email.com
EMP-370,Lewis ALONSO   ,Sales & Marketing,2015-04-18,94074.0,lewis.alonso@racingteam.com
EMP-257,George Alonso,Engineering,2016-05-25,134650.0,george.alonso
EMP-299,oscar Alonso,Logistics,2015-08-10,138007.0,oscar.alonso@racingteam.com
EMP-271,George Alonso,Aerodynamics,2018-11-08,86533.0,george.alonso@racingteam.com
EMP-136,Oscar Alonso,Pit Crew,2015-11-16,60650.0,oscar.alonso@racingteam.com
EMP-187,Lando Leclerc,Engineering,2018-11-27,102431.0,lando.leclerc@racingteam.com
EMP-136,Lando Hamilton,Aerodynamics,2021-03-04,106710.0,lando.hamilton@racingteam.com
EMP-888,Max Russell,Sales & Marketing,2015-04-23,78792.0,max.russell@racingteam.com
EMP-649,Charles Russell,Pit Crew,2020-06-27,128769.0,charles.russell@racingteam.com
EMP-729,Lewis Verstappen,Logistics,2021-05-05,52017.0,lewis.verstappen@racingteam.com
EMP-167,max Tsunoda,Engineering,2015-11-12,81168.0,missing_email@email.com
EMP-823,Charles Tsunoda,Sales & Marketing,2016-03-24,109297.0,charles.tsunoda@racingteam.com
EMP-434,Fernando Leclerc,Pit Crew,2018-01-21,78681.0,fernando.leclerc@racingteam.com
EMP-853,Carlos Leclerc,Sales & Marketing,2018-07-09,105249.0,carlos.leclerc@racingteam.com
EMP-876,Yuki SAINZ   ,Logistics,2015-04-30,60212.0,yuki.sainz@racingteam.com
EMP-754,Lando Sainz,Engineering,2022-08-03,116482.0,lando.sainz@racingteam.com
EMP-175,Yuki Leclerc,Aerodynamics,2018-08-02,138000.0,yuki.leclerc@racingteam.com
EMP-360,Alex Verstappen,Sales & Marketing,2017-02-19,59125.0,alex.verstappen
EMP-526,Alex Hamilton,Aerodynamics,2017-12-23,147616.0,alex.hamilton@racingteam.com
EMP-478,Lando Albon,Pit Crew,2015-06-14,60432.0,lando.albon@racingteam.com
EMP-702,Oscar VERSTAPPEN   ,Aerodynamics,2015-05-09,54287.0,oscar.verstappen@racingteam.com
EMP-313,Alex Russell,Pit Crew,2016-09-03,49085.0,alex.russell@racingteam.com
EMP-375,Lando Albon,Sales & Marketing,2018-07-12,85449.0,lando.albon@racingteam.com
EMP-874,Max Hamilton,Sales & Marketing,2022-03-24,49440.0,max.hamilton
EMP-344,Lewis Alonso,Sales & Marketing,2015-10-25,126416.0,lewis.alonso@racingteam.com
EMP-230,Yuki Tsunoda,Logistics,2017-05-20,49273.0,yuki.tsunoda@racingteam.com
EMP-352,Max Norris,Logistics,2022-07-14,92876.0,max.norris@racingteam.com
EMP-280,Carlos TSUNODA   ,Aerodynamics,2018-05-05,98347.0,carlos.tsunoda@racingteam.com
EMP-628,Charles Piastri,Engineering,2022-03-05,84438.0,charles.piastri@racingteam.com
EMP-554,yuki LECLERC   ,Engineering,2018-01-30,82836.0,yuki.leclerc@racingteam.com
EMP-335,Fernando Albon,Pit Crew,2020-06-24,129108.0,fernando.albon@racingteam.com
EMP-613,Fernando Leclerc,Engineering,2022-04-25,118553.0,fernando.leclerc@racingteam.com
EMP-418,Carlos Albon,Aerodynamics,2022-05-23,47946.0,carlos.albon@racingteam.com
EMP-296,charles Alonso,Aerodynamics,2020-11-20,128009.0,charles.alonso@racingteam.com
EMP-180,Charles Piastri,Engineering,2021-01-23,74362.0,charles.piastri@racingteam.com
EMP-739,Alex Tsunoda,Sales & Marketing,2018-05-20,115442.0,alex.tsunoda@racingteam.com
EMP-559,Fernando Piastri,Logistics,2015-02-24,125786.0,missing_email@email.com
EMP-143,Alex Tsunoda,Aerodynamics,2020-08-09,126087.0,alex.tsunoda@racingteam.com
EMP-564,fernando Tsunoda,Engineering,2018-02-13,118079.0,fernando.tsunoda@racingteam.com
EMP-652,yuki TSUNODA   ,Sales & Marketing,2021-10-08,56970.0,yuki.tsunoda@racingteam.com
EMP-764,lando Piastri,Sales & Marketing,2018-12-16,94332.0,lando.piastri@racingteam.com
EMP-502,Oscar Tsunoda,Pit Crew,2018-02-26,130755.0,oscar.tsunoda@racingteam.com
EMP-585,Yuki Leclerc,Aerodynamics,2018-03-13,77949.0,yuki.leclerc@racingteam.com
EMP-132,Fernando Norris,Sales & Marketing,2015-05-28,117963.0,fernando.norris@racingteam.com
EMP-447,Carlos Tsunoda,Aerodynamics,2021-09-03,122710.0,carlos.tsunoda@racingteam.com
EMP-943,Yuki Hamilton,Logistics,2019-11-12,140238.0,yuki.hamilton@racingteam.com
EMP-683,Max Albon,Sales & Marketing,2021-05-04,79179.0,max.albon@racingteam.com
EMP-451,George Leclerc,Pit Crew,2019-06-29,68578.0,george.leclerc@racingteam.com
EMP-523,Carlos Verstappen,Sales & Marketing,2015-07-31,116987.0,carlos.verstappen@racingteam.com
EMP-112,Alex Albon,Sales & Marketing,2021-05-09,144402.0,missing_email@email.com
EMP-147,Max Tsunoda,Sales & Marketing,2022-01-23,139155.0,max.tsunoda@racingteam.com
EMP-557,George Norris,Aerodynamics,2019-08-16,116971.0,george.norris
EMP-535,fernando Norris,Engineering,2020-01-02,133712.0,fernando.norris@racingteam.com
EMP-392,Fernando SAINZ   ,Engineering,2015-08-20,143328.0,fernando.sainz@racingteam.com
EMP-167,George Norris,Pit Crew,2022-05-13,123997.0,george.norris@racingteam.com
EMP-419,George Leclerc,Logistics,2018-11-02,84935.0,george.leclerc@racingteam.com
EMP-688,lewis Hamilton,Sales & Marketing,2021-05-07,147014.0,lewis.hamilton
EMP-254,Max Alonso,Aerodynamics,2018-09-17,99496.0,max.alonso@racingteam.com
EMP-243,Carlos Russell,Aerodynamics,2022-08-26,140457.0,carlos.russell@racingteam.com
EMP-284,fernando Leclerc,Engineering,2017-10-14,134688.0,fernando.leclerc
EMP-532,Max Hamilton,Pit Crew,2020-07-14,59311.0,max.hamilton@racingteam.com
EMP-625,Carlos Hamilton,Aerodynamics,2020-01-27,117105.0,carlos.hamilton@racingteam.com
EMP-727,Fernando Hamilton,Logistics,2016-06-01,64398.0,fernando.hamilton@racingteam.com
EMP-185,Lewis Tsunoda,Sales & Marketing,2016-06-07,84375.0,lewis.tsunoda@racingteam.com
EMP-886,Charles Alonso,Aerodynamics,2018-05-30,87291.0,charles.alonso@racingteam.com
EMP-220,Charles ALBON   ,Sales & Marketing,2016-05-18,120377.0,charles.albon@racingteam.com
EMP-882,Fernando Albon,Logistics,2019-12-19,122139.0,fernando.albon@racingteam.com
EMP-473,Carlos Russell,Aerodynamics,2021-04-12,98264.0,carlos.russell@racingteam.com
EMP-171,Alex Norris,Sales & Marketing,2022-03-26,56866.0,missing_email@email.com
EMP-862,Alex Tsunoda,Logistics,2022-07-22,133487.0,alex.tsunoda@racingteam.com
EMP-776,Fernando Norris,Engineering,2015-12-03,94807.0,fernando.norris@racingteam.com
EMP-566,Charles Albon,Aerodynamics,2018-06-19,135256.0,charles.albon@racingteam.com
EMP-577,Lando Hamilton,Aerodynamics,2019-04-23,99805.0,lando.hamilton@racingteam.com
EMP-688,Lando Leclerc,Sales & Marketing,2020-10-20,147270.0,lando.leclerc@racingteam.com
EMP-142,Lando Piastri,Sales & Marketing,2022-04-24,88904.0,lando.piastri@racingteam.com
EMP-410,lewis Tsunoda,Logistics,2018-06-03,73256.0,lewis.tsunoda@racingteam.com
EMP-857,Fernando RUSSELL   ,Pit Crew,2018-01-09,56442.0,fernando.russell@racingteam.com
EMP-693,George Russell,Logistics,2021-05-24,120777.0,george.russell@racingteam.com
EMP-191,Yuki Verstappen,Aerodynamics,2019-10-23,64562.0,yuki.verstappen@racingteam.com
EMP-764,charles Norris,Pit Crew,2022-12-07,148686.0,charles.norris@racingteam.com
EMP-644,Lewis ALONSO   ,Engineering,2022-02-21,104345.0,lewis.alonso@racingteam.com
EMP-897,Lando Piastri,Logistics,2022-09-08,63198.0,lando.piastri@racingteam.com
EMP-228,Max Alonso,Engineering,2021-04-09,55119.0,max.alonso@racingteam.com
EMP-257,George Russell,Engineering,2019-08-30,45863.0,george.russell@racingteam.com
EMP-832,Max Hamilton,Aerodynamics,2016-02-09,111085.0,max.hamilton@racingteam.com
EMP-551,George Hamilton,Engineering,2019-01-22,86263.0,missing_email@email.com
EMP-152,Lewis Norris,Logistics,2016-03-30,123105.0,missing_email@email.com
EMP-444,Lewis Russell,Pit Crew,2020-10-19,52441.0,lewis.russell@racingteam.com
EMP-714,Fernando Russell,Sales & Marketing,2017-11-28,98031.0,fernando.russell
EMP-730,Lewis Russell,Logistics,2018-06-11,87072.0,lewis.russell@racingteam.com
EMP-593,Fernando Norris,Logistics,2019-11-19,89852.0,fernando.norris@racingteam.com
EMP-344,Yuki Russell,Sales & Marketing,2015-01-28,54664.0,yuki.russell@racingteam.com
EMP-274,Carlos Albon,Aerodynamics,2017-10-10,50921.0,carlos.albon@racingteam.com
EMP-278,Fernando ALONSO   ,Pit Crew,2015-10-26,94063.0,fernando.alonso@racingteam.com
EMP-627,George Albon,Sales & Marketing,2016-05-01,109045.0,george.albon@racingteam.com
EMP-943,Yuki Hamilton,Aerodynamics,2018-05-31,60220.0,yuki.hamilton@racingteam.com
EMP-648,Max Norris,Engineering,2021-04-27,112033.0,max.norris@racingteam.com
EMP-933,Max Sainz,Logistics,2018-08-18,83356.0,max.sainz@racingteam.com
EMP-382,Fernando Piastri,Engineering,2015-12-23,98282.0,fernando.piastri@racingteam.com
EMP-864,Oscar Verstappen,Engineering,2023-02-03,119395.0,oscar.verstappen@racingteam.com
EMP-114,George Piastri,Engineering,2018-11-11,58462.0,george.piastri@racingteam.com
EMP-613,Lewis Sainz,Aerodynamics,2018-02-21,89798.0,lewis.sainz@racingteam.com
EMP-646,Lando TSUNODA   ,Sales & Marketing,2018-06-25,138089.0,lando.tsunoda@racingteam.com
EMP-768,Yuki Tsunoda,Pit Crew,2022-03-30,145758.0,yuki.tsunoda@racingteam.com
EMP-401,Yuki PIASTRI   ,Aerodynamics,2022-04-20,117264.0,yuki.piastri@racingteam.com
EMP-500,Charles NORRIS   ,Pit Crew,2019-01-06,138639.0,charles.norris@racingteam.com
EMP-147,Lando Hamilton,Aerodynamics,2018-07-12,72152.0,lando.hamilton@racingteam.com
EMP-355,Lando Russell,Aerodynamics,2019-11-30,66802.0,lando.russell@racingteam.com
EMP-546,Oscar Russell,Engineering,2018-06-18,83150.0,oscar.russell
EMP-495,George Sainz,Sales & Marketing,2015-12-25,103224.0,george.sainz@racingteam.com
EMP-894,Oscar Hamilton,Logistics,2021-12-04,53856.0,oscar.hamilton@racingteam.com
EMP-801,George Albon,Sales & Marketing,2018-04-16,96166.0,george.albon@racingteam.com
EMP-845,Lewis Norris,Sales & Marketing,2016-11-29,98840.0,lewis.norris@racingteam.com
EMP-753,Alex TSUNODA   ,Logistics,2015-02-18,139659.0,alex.tsunoda@racingteam.com
EMP-534,Max Verstappen,Pit Crew,2022-08-02,132251.0,max.verstappen@racingteam.com
EMP-160,charles Alonso,Sales & Marketing,2022-10-24,147676.0,charles.alonso@racingteam.com
EMP-636,Oscar Hamilton,Engineering,2019-12-15,99028.0,oscar.hamilton@racingteam.com
EMP-694,Max Verstappen,Logistics,2018-02-09,93865.0,max.verstappen@racingteam.com
EMP-333,Carlos Albon,Logistics,2019-04-07,134224.0,carlos.albon@racingteam.com
EMP-610,Max Verstappen,Engineering,2017-10-19,91665.0,missing_email@email.com
EMP-834,alex Tsunoda,Aerodynamics,2020-10-03,118912.0,alex.tsunoda@racingteam.com
